latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
11.8596,42.0982,338.3,1.4,1.2,2014-05-09,0803,Terra,MODIS,69,6.03,311,35.6,D,0
12.3042,42.3973,331.5,4.1,1.9,2014-05-12,0959,Aqua,MODIS,73,6.03,306.2,81.2,D,0
11.456,42.3364,332.5,3.3,1.7,2014-05-14,0821,Terra,MODIS,75,6.03,306,69,D,0
11.4462,42.3044,333,3.3,1.7,2014-05-14,0821,Terra,MODIS,76,6.03,306,72.8,D,0
11.455,42.3006,330.4,1.9,1.3,2014-05-16,0809,Terra,MODIS,61,6.03,304.7,23.4,D,0
11.601,42.0224,330.1,2,1.4,2014-05-17,1017,Aqua,MODIS,64,6.03,306.8,23,D,0
11.598,42.0037,334.2,2,1.4,2014-05-17,1017,Aqua,MODIS,61,6.03,308.5,35.9,D,0
11.8629,42.0869,332.7,2,1.4,2014-05-17,1017,Aqua,MODIS,69,6.03,306.5,26.2,D,0
11.0453,42.01,335.7,1.1,1.1,2014-05-18,0757,Terra,MODIS,71,6.03,311.8,14.3,D,0
12.1111,42.4009,333.3,2.5,1.5,2014-05-23,0815,Terra,MODIS,69,6.03,308.6,38,D,0
11.6156,41.9892,331.1,2.3,1.5,2014-05-23,0815,Terra,MODIS,43,6.03,307.5,39.2,D,0
11.5989,42.0078,331.4,2.3,1.5,2014-05-23,0815,Terra,MODIS,43,6.03,307.7,42.2,D,0
11.4678,42.3147,335,2.5,1.5,2014-05-23,0815,Terra,MODIS,77,6.03,308.6,57.4,D,0
11.4543,42.3123,334.8,2.5,1.5,2014-05-23,0815,Terra,MODIS,77,6.03,308.4,52.3,D,0
11.4447,42.2876,334.5,2.5,1.5,2014-05-23,0815,Terra,MODIS,77,6.03,307.8,48.2,D,0
11.4408,42.3098,334.3,2.5,1.5,2014-05-23,0815,Terra,MODIS,76,6.03,307.8,48.3,D,0
11.437,42.3321,333.6,2.5,1.5,2014-05-23,0815,Terra,MODIS,75,6.03,307.7,46.8,D,0
11.4235,42.3296,332.7,2.5,1.5,2014-05-23,0815,Terra,MODIS,73,6.03,307,41,D,0
11.41,42.3271,332.7,2.5,1.5,2014-05-23,0815,Terra,MODIS,73,6.03,306.9,39.9,D,0
11.4374,42.279,332.4,2.5,1.5,2014-05-23,0815,Terra,MODIS,73,6.03,306.6,38,D,0
11.4336,42.3018,334.1,2.5,1.5,2014-05-23,0815,Terra,MODIS,76,6.03,307.9,46.9,D,0
11.4299,42.3241,333.1,2.5,1.5,2014-05-23,0815,Terra,MODIS,74,6.03,307.6,42.5,D,0
11.461,42.2975,341,1.5,1.2,2014-05-24,1023,Aqua,MODIS,84,6.03,315.8,26.8,D,0
11.6961,41.8683,335.7,1,1,2014-05-27,0751,Terra,MODIS,73,6.03,310.7,12.8,D,0
11.7465,42.2123,332.3,1.1,1.1,2014-09-07,0757,Terra,MODIS,71,6.03,308.6,13.8,D,0
12.1134,42.409,334.9,1.4,1.2,2014-09-14,0803,Terra,MODIS,76,6.03,309.4,22.4,D,0
12.1029,42.4073,336.5,1.4,1.2,2014-09-14,0803,Terra,MODIS,79,6.03,309.4,25.1,D,0
11.6852,42.1391,332.5,1.4,1.2,2014-09-14,0803,Terra,MODIS,26,6.03,308.1,19.8,D,0
11.4487,42.2937,334.4,2.5,1.5,2014-09-15,1010,Aqua,MODIS,71,6.03,308.8,39.3,D,0
12.0451,42.187,331.6,1.8,1.3,2014-10-07,0809,Terra,MODIS,56,6.03,307.5,28.1,D,0
11.8642,42.095,337.8,1.8,1.3,2014-10-07,0809,Terra,MODIS,82,6.03,309,44.2,D,0
11.7537,42.2029,332,1.8,1.3,2014-10-07,0809,Terra,MODIS,73,6.03,306.6,26.4,D,0
11.7445,42.2119,331.1,1.8,1.3,2014-10-07,0809,Terra,MODIS,70,6.03,306.1,24.5,D,0
11.6966,42.1376,330.1,1.8,1.3,2014-10-07,0809,Terra,MODIS,70,6.03,306.6,24.8,D,0
11.6034,42.0005,331.7,1.8,1.3,2014-10-07,0809,Terra,MODIS,24,6.03,306.2,28.1,D,0
11.5282,41.9001,332.8,1.7,1.3,2014-10-07,0809,Terra,MODIS,44,6.03,307.6,32.2,D,0
11.4596,42.3056,335.9,1.9,1.3,2014-10-07,0809,Terra,MODIS,76,6.03,307.4,43,D,0
11.4539,42.3393,332.6,1.9,1.3,2014-10-07,0809,Terra,MODIS,76,6.03,305,32.3,D,0
11.4506,42.2869,333.5,1.9,1.3,2014-10-07,0809,Terra,MODIS,62,6.03,307.7,38.3,D,0
11.442,42.3372,333,1.9,1.3,2014-10-07,0809,Terra,MODIS,76,6.03,305.7,32.5,D,0
11.4449,42.2804,333.2,1.9,1.3,2014-10-07,0809,Terra,MODIS,77,6.03,307.6,36.4,D,0
11.4275,42.3118,332.7,1.9,1.3,2014-10-07,0809,Terra,MODIS,76,6.03,306.2,34.2,D,0
11.3935,42.1512,335,1.8,1.3,2014-10-07,0809,Terra,MODIS,61,6.03,307.4,43.8,D,0
11.4247,42.3514,332.4,1.2,1.1,2014-10-09,0757,Terra,MODIS,59,6.03,307.6,17.1,D,0
11.4089,42.3272,332.2,1.2,1.1,2014-10-09,0757,Terra,MODIS,61,6.03,306.5,13,D,0
11.2654,42.0667,333.2,1.1,1.1,2014-10-09,0757,Terra,MODIS,50,6.03,309.3,23.7,D,0
10.9878,41.8391,330.3,3.7,1.8,2014-10-10,1004,Aqua,MODIS,72,6.03,304.4,76.6,D,0
11.4303,42.3247,334.4,3.4,1.7,2014-10-10,1004,Aqua,MODIS,54,6.03,306.7,92.4,D,0
11.4456,42.3216,329.5,3.4,1.7,2014-10-10,1004,Aqua,MODIS,38,6.03,302.1,47.3,D,0
11.4404,42.2914,333.6,3.4,1.7,2014-10-10,1004,Aqua,MODIS,76,6.03,305.6,78.8,D,0
11.4411,42.3179,331.9,3.4,1.7,2014-10-10,1004,Aqua,MODIS,59,6.03,303.2,68.7,D,0
11.4358,42.2882,334.4,3.4,1.7,2014-10-10,1004,Aqua,MODIS,75,6.03,306.1,87.9,D,0
11.451,42.2847,334.4,3.4,1.7,2014-10-10,1004,Aqua,MODIS,77,6.03,307.2,87.1,D,0
11.751,42.8096,313.9,1.9,1.3,2014-11-26,1100,Aqua,MODIS,60,6.03,295.7,21.8,D,3
11.6093,43.1485,313.1,2.1,1.4,2015-04-25,0720,Terra,MODIS,37,6.03,299.7,19.8,D,3
11.492,42.2351,330.3,1.9,1.4,2015-05-04,1017,Aqua,MODIS,66,6.03,304.7,25.3,D,0
11.5393,41.8874,332.1,2.1,1.4,2015-05-04,1017,Aqua,MODIS,58,6.03,304,34.7,D,0
11.5517,41.8851,330.4,2.1,1.4,2015-05-04,1017,Aqua,MODIS,44,6.03,302.8,27.6,D,0
11.5611,41.8645,331.4,2.1,1.4,2015-05-04,1017,Aqua,MODIS,63,6.03,304.2,30.7,D,0
11.5975,42.0089,332.8,2,1.4,2015-05-04,1017,Aqua,MODIS,74,6.03,306.5,34.8,D,0
11.6098,42.0069,331.5,2,1.4,2015-05-04,1017,Aqua,MODIS,71,6.03,306.4,29.8,D,0
12.3073,42.4134,335.2,1.8,1.3,2015-05-04,1018,Aqua,MODIS,45,6.03,308.3,38.4,D,0
12.3284,42.4049,334.8,2.4,1.5,2015-05-10,0815,Terra,MODIS,64,6.03,307.5,52.4,D,0
12.3246,42.4268,335.5,2.4,1.5,2015-05-10,0815,Terra,MODIS,68,6.03,308.1,55.1,D,0
12.3151,42.4027,337.1,2.4,1.5,2015-05-10,0815,Terra,MODIS,73,6.03,307.5,63.8,D,0
12.3112,42.4244,338.1,2.4,1.5,2015-05-10,0815,Terra,MODIS,79,6.03,308.1,69.1,D,0
12.316,42.4197,335.7,2.4,1.5,2015-05-10,0815,Terra,MODIS,74,6.03,308.3,55.4,D,0
12.3064,42.3956,334.1,2.4,1.5,2015-05-10,0815,Terra,MODIS,61,6.03,307.2,47.3,D,0
12.3026,42.4174,335.8,2.4,1.5,2015-05-10,0815,Terra,MODIS,74,6.03,308.1,55.1,D,0
12.1326,42.4706,332.1,2.5,1.5,2015-05-10,0815,Terra,MODIS,62,6.03,306.1,43.8,D,0
12.1231,42.4463,332.5,2.4,1.5,2015-05-10,0815,Terra,MODIS,64,6.03,305.7,45,D,0
12.1192,42.4682,333,2.5,1.5,2015-05-10,0815,Terra,MODIS,65,6.03,305.5,48.1,D,0
12.1245,42.4637,332,2.5,1.5,2015-05-10,0815,Terra,MODIS,60,6.03,306.1,43.5,D,0
11.6388,42.2133,330.2,2.4,1.5,2015-05-10,0815,Terra,MODIS,44,6.03,304.6,36.1,D,0
11.6255,42.211,330.2,2.4,1.5,2015-05-10,0815,Terra,MODIS,44,6.03,304.5,32.2,D,0
11.6085,42.23,332.3,2.4,1.5,2015-05-10,0815,Terra,MODIS,61,6.03,305.4,43,D,0
11.5961,42.2445,329.3,2.4,1.5,2015-05-10,0815,Terra,MODIS,37,6.03,304.7,34.5,D,0
11.5962,42.0041,331.4,2.3,1.5,2015-05-10,0815,Terra,MODIS,46,6.03,305.2,40.5,D,0
11.5868,41.981,332,2.3,1.5,2015-05-10,0815,Terra,MODIS,64,6.03,305.1,36.7,D,0
11.5796,42.0223,329.3,2.3,1.5,2015-05-10,0815,Terra,MODIS,43,6.03,304.1,29.4,D,0
11.466,42.3059,332.3,2.5,1.5,2015-05-10,0815,Terra,MODIS,61,6.03,306.9,46.9,D,0
11.4622,42.328,331.6,2.5,1.5,2015-05-10,0815,Terra,MODIS,52,6.03,306.4,43.1,D,0
11.4526,42.3035,332.6,2.5,1.5,2015-05-10,0815,Terra,MODIS,66,6.03,306.8,45.7,D,0
11.443,42.279,332.5,2.4,1.5,2015-05-10,0815,Terra,MODIS,66,6.03,306.3,41.5,D,0
11.4392,42.301,333.2,2.5,1.5,2015-05-10,0815,Terra,MODIS,68,6.03,307,45.7,D,0
11.4354,42.323,332.7,2.5,1.5,2015-05-10,0815,Terra,MODIS,67,6.03,306.8,42.7,D,0
11.4315,42.3451,333.2,2.5,1.5,2015-05-10,0815,Terra,MODIS,68,6.03,306.7,46,D,0
11.4085,42.3181,332.7,2.5,1.5,2015-05-10,0815,Terra,MODIS,67,6.03,305.6,40.4,D,0
11.4046,42.3401,333.2,2.5,1.5,2015-05-10,0815,Terra,MODIS,68,6.03,306.2,43.7,D,0
11.4133,42.3039,336.3,1.5,1.2,2015-05-11,1023,Aqua,MODIS,71,6.03,310.5,16.4,D,0
11.39,42.1553,337,1.5,1.2,2015-05-11,1023,Aqua,MODIS,76,6.03,312,19.7,D,0
11.4405,42.3063,336.9,1.5,1.2,2015-05-11,1023,Aqua,MODIS,69,6.03,311.8,22.6,D,0
11.4915,42.2241,332.5,2.6,1.5,2015-05-13,1011,Aqua,MODIS,66,6.03,308.5,40.7,D,0
11.577,41.9916,339,1,1,2015-05-16,1042,Aqua,MODIS,63,6.03,316.1,9.8,D,0
11.5094,42.387,332.7,2.5,1.5,2015-05-26,0816,Terra,MODIS,67,6.03,306.3,45.2,D,0
11.8556,42.0968,331.4,2.3,1.5,2015-09-15,0815,Terra,MODIS,58,6.03,308.9,34.3,D,0
11.4766,42.3154,333.2,2.4,1.5,2015-09-15,0815,Terra,MODIS,73,6.03,307.1,43.4,D,0
11.4632,42.313,333,2.4,1.5,2015-09-15,0815,Terra,MODIS,73,6.03,306.6,45.2,D,0
11.4537,42.2887,335.1,2.4,1.5,2015-09-15,0815,Terra,MODIS,77,6.03,308.2,57.9,D,0
11.4499,42.3105,335.5,2.4,1.5,2015-09-15,0815,Terra,MODIS,77,6.03,308.2,59.3,D,0
11.446,42.3325,333.7,2.5,1.5,2015-09-15,0815,Terra,MODIS,74,6.03,307.6,51.4,D,0
11.4403,42.2863,336.1,2.4,1.5,2015-09-15,0815,Terra,MODIS,79,6.03,308.5,64.9,D,0
11.4365,42.3081,335.9,2.4,1.5,2015-09-15,0815,Terra,MODIS,78,6.03,308.6,62.4,D,0
11.4288,42.3519,334.1,2.5,1.5,2015-09-15,0815,Terra,MODIS,72,6.03,306.9,56.5,D,0
11.4231,42.3056,333.9,2.4,1.5,2015-09-15,0815,Terra,MODIS,75,6.03,308.2,50.8,D,0
11.4551,42.3059,334.1,2.4,1.5,2015-09-15,0815,Terra,MODIS,75,6.03,308.2,51.9,D,0
11.4454,42.2816,334.5,2.4,1.5,2015-09-15,0815,Terra,MODIS,77,6.03,308.4,56.6,D,0
11.4406,42.3077,336.6,1.4,1.2,2015-09-17,0803,Terra,MODIS,75,6.03,311.4,21.4,D,0
11.5917,42.0031,331.4,2.7,1.6,2016-02-25,1010,Aqua,MODIS,75,6.03,303.4,49.5,D,0
11.5876,41.979,334,2.7,1.6,2016-02-25,1010,Aqua,MODIS,80,6.03,304.5,60.8,D,0
11.6378,42.1902,330.4,2.6,1.5,2016-02-25,1010,Aqua,MODIS,76,6.03,303.6,43.6,D,0
11.704,42.1257,328.7,2.6,1.6,2016-02-25,1010,Aqua,MODIS,48,6.03,302.6,43.3,D,0
11.7178,42.1229,328.2,2.6,1.6,2016-02-25,1010,Aqua,MODIS,42,6.03,302.4,39.4,D,0
12.1056,42.4043,332.7,2.4,1.5,2016-02-25,1011,Aqua,MODIS,76,6.03,305.2,41.9,D,0
12.3201,42.4219,332.7,2.4,1.5,2016-02-25,1011,Aqua,MODIS,76,6.03,305.9,39.1,D,0
12.3164,42.4002,332.7,2.4,1.5,2016-02-25,1011,Aqua,MODIS,66,6.03,305.5,39,D,0
11.861,42.0969,335.5,1.7,1.3,2016-03-18,0809,Terra,MODIS,50,6.03,313.6,31.6,D,0
12.3223,42.4087,332.8,3.2,1.7,2016-05-03,0821,Terra,MODIS,63,6.03,303.9,67.9,D,0
11.4373,42.3078,332,1.9,1.3,2016-05-05,0809,Terra,MODIS,63,6.03,303.3,30,D,0
11.4344,42.3245,331.6,1.9,1.3,2016-05-05,0809,Terra,MODIS,74,6.03,303,26.6,D,0
11.4254,42.3057,333.3,1.9,1.3,2016-05-05,0809,Terra,MODIS,77,6.03,303.1,32.2,D,0
11.4226,42.3224,333.3,1.9,1.3,2016-05-05,0809,Terra,MODIS,77,6.03,302.9,31.5,D,0
11.4197,42.3391,332.2,1.9,1.3,2016-05-05,0809,Terra,MODIS,75,6.03,302.4,28.5,D,0
11.0492,42.0275,331.6,2,1.4,2016-05-06,1017,Aqua,MODIS,81,6.03,305.6,30,D,0
11.5911,42.4271,332.1,3,1.7,2016-07-08,1111,Aqua,MODIS,48,6.03,306.5,47.6,D,0
12.0719,42.3536,338.2,1.2,1.1,2016-07-23,1028,Aqua,MODIS,75,6.03,312.8,10.5,D,0
11.8662,42.1046,330.4,2.3,1.5,2016-09-17,0815,Terra,MODIS,59,6.03,301.8,35,D,0
11.4618,42.299,336,2.4,1.5,2016-09-17,0815,Terra,MODIS,55,6.03,306.7,65.7,D,0
11.458,42.3206,335.8,2.4,1.5,2016-09-17,0815,Terra,MODIS,56,6.03,306.8,62.6,D,0
11.4542,42.3423,333.6,2.4,1.5,2016-09-17,0815,Terra,MODIS,68,6.03,305.7,49.5,D,0
11.4485,42.2966,334.8,2.4,1.5,2016-09-17,0815,Terra,MODIS,49,6.03,306.5,57,D,0
11.4447,42.3182,334.8,2.4,1.5,2016-09-17,0815,Terra,MODIS,58,6.03,306.2,54.9,D,0
11.4409,42.3398,334.1,2.4,1.5,2016-09-17,0815,Terra,MODIS,73,6.03,305.4,50.3,D,0
11.4667,42.2931,333.4,2.4,1.5,2016-09-17,0815,Terra,MODIS,34,6.03,306.4,52.3,D,0
11.4631,42.3148,335,2.4,1.5,2016-09-17,0815,Terra,MODIS,55,6.03,307,57,D,0
11.4595,42.3365,333.2,2.4,1.5,2016-09-17,0815,Terra,MODIS,72,6.03,306.1,46.5,D,0
11.4498,42.3124,334.4,2.4,1.5,2016-09-17,0815,Terra,MODIS,74,6.03,306.6,49.4,D,0
11.4462,42.334,334.2,2.4,1.5,2016-09-17,0815,Terra,MODIS,74,6.03,306.1,49,D,0
11.4328,42.3316,333.6,2.4,1.5,2016-09-17,0815,Terra,MODIS,73,6.03,305.1,45.1,D,0
11.4195,42.3291,333.8,2.4,1.5,2016-09-17,0815,Terra,MODIS,73,6.03,305.8,44.3,D,0
11.4158,42.3507,332,2.4,1.5,2016-09-17,0815,Terra,MODIS,69,6.03,304.4,36.5,D,0
11.4549,42.301,337.5,1.8,1.3,2016-09-26,0809,Terra,MODIS,78,6.03,308.2,47.1,D,0
11.4521,42.3175,337,1.8,1.3,2016-09-26,0809,Terra,MODIS,74,6.03,308,43.8,D,0
11.4493,42.334,336.3,1.8,1.3,2016-09-26,0809,Terra,MODIS,77,6.03,307.7,39.2,D,0
11.4465,42.3505,333.5,1.9,1.3,2016-09-26,0809,Terra,MODIS,71,6.03,306.7,29.7,D,0
11.4375,42.3319,334.8,1.8,1.3,2016-09-26,0809,Terra,MODIS,74,6.03,308.1,32.9,D,0
11.4347,42.3484,334.1,1.9,1.3,2016-09-26,0809,Terra,MODIS,72,6.03,308.1,31.9,D,0
11.4461,42.3106,334.1,1.8,1.3,2016-09-26,0809,Terra,MODIS,74,6.03,307.7,31.5,D,0
11.8639,42.1032,331.1,1.7,1.3,2016-10-12,0809,Terra,MODIS,39,6.03,308.9,23.9,D,0
11.5212,43.1651,326.3,1.1,1,2016-10-27,1028,Aqua,MODIS,68,6.03,306.8,7.9,D,0
11.5218,43.1708,308.3,1,1,2016-11-03,2249,Aqua,MODIS,74,6.03,295.2,7.3,N,0
11.5381,41.8985,317.6,3,1.6,2016-11-27,0821,Terra,MODIS,9,6.03,294.1,34.1,D,0
11.4444,42.3035,333.8,1.4,1.2,2017-05-01,0803,Terra,MODIS,72,6.03,307,21.2,D,0
12.3045,42.4296,331.6,3.1,1.7,2017-05-06,0821,Terra,MODIS,33,6.03,302.9,75.3,D,0
11.6201,41.9702,331,3,1.6,2017-05-06,0821,Terra,MODIS,45,6.03,304.6,51.1,D,0
11.469,42.3062,328.5,3.2,1.7,2017-05-06,0821,Terra,MODIS,61,6.03,299.7,50.4,D,0
11.8608,42.101,333.3,2,1.4,2017-05-09,1016,Aqua,MODIS,63,6.03,308.7,32,D,0
11.4602,42.2963,334.8,1.1,1.1,2017-05-10,0757,Terra,MODIS,40,6.03,310.7,16.7,D,0
11.5845,41.9734,331.9,3.6,1.8,2017-05-11,1004,Aqua,MODIS,84,6.03,303.8,63.9,D,0
11.4607,42.331,331.7,4.2,1.9,2017-05-13,0827,Terra,MODIS,77,6.03,301.2,88.4,D,0
11.4572,42.3238,331.8,4.2,1.9,2017-05-13,0827,Terra,MODIS,78,6.03,301.6,91,D,0
11.4405,42.3204,331.4,4.2,1.9,2017-05-13,0827,Terra,MODIS,77,6.03,301.5,89.4,D,0
11.4381,42.2865,338,1.5,1.2,2017-05-16,1022,Aqua,MODIS,43,6.03,310.3,37.2,D,0
11.4553,42.3252,339.4,1.5,1.2,2017-05-16,1022,Aqua,MODIS,59,6.03,313.2,40.5,D,0
11.4532,42.3117,338.2,1.5,1.2,2017-05-16,1022,Aqua,MODIS,46,6.03,311.8,37.8,D,0
11.6619,42.4681,334.6,1.4,1.2,2017-05-16,1022,Aqua,MODIS,40,6.03,310,15.8,D,0
11.6414,42.3372,330.6,1.5,1.2,2017-05-16,1022,Aqua,MODIS,33,6.03,305.7,22,D,0
12.1298,42.4723,331.5,2.4,1.5,2017-05-31,0815,Terra,MODIS,56,6.03,307.1,39.2,D,0
11.459,42.3291,333.8,2.4,1.5,2017-05-31,0815,Terra,MODIS,71,6.03,307,44.2,D,0
11.4494,42.3051,333.9,2.4,1.5,2017-05-31,0815,Terra,MODIS,71,6.03,307.7,43.9,D,0
11.4457,42.3266,333.3,2.4,1.5,2017-05-31,0815,Terra,MODIS,70,6.03,307.1,41.6,D,0
11.442,42.3482,331.4,2.4,1.5,2017-05-31,0815,Terra,MODIS,64,6.03,305.3,33.8,D,0
11.4153,42.3433,332.4,2.4,1.5,2017-05-31,0815,Terra,MODIS,67,6.03,306.2,37.4,D,0
11.8081,43.0164,320.8,1,1,2017-07-31,0745,Terra,MODIS,49,6.03,304.2,9.9,D,3
11.5203,43.172,342.8,1.3,1.1,2017-08-04,1022,Aqua,MODIS,62,6.03,315.8,26.7,D,0
11.5184,43.1602,341.7,1.3,1.1,2017-08-04,1022,Aqua,MODIS,82,6.03,317.7,21.7,D,0
11.4348,42.3377,332.2,3.3,1.7,2017-09-11,0821,Terra,MODIS,78,6.03,306.7,61.4,D,0
11.8646,42.1012,332.3,1.8,1.3,2017-09-13,0809,Terra,MODIS,68,6.03,306.9,27.4,D,0
11.4607,42.3121,334.4,1.9,1.3,2017-09-13,0809,Terra,MODIS,74,6.03,305.9,33.9,D,0
11.4579,42.3289,332.8,1.9,1.3,2017-09-13,0809,Terra,MODIS,71,6.03,305,29.4,D,0
11.4488,42.31,334.4,1.9,1.3,2017-09-13,0809,Terra,MODIS,67,6.03,305.8,34.9,D,0
11.4251,42.3059,334.8,1.9,1.3,2017-09-13,0809,Terra,MODIS,75,6.03,305.1,36.4,D,0
11.4341,42.2842,332,1.9,1.3,2017-09-13,0809,Terra,MODIS,41,6.03,304.3,29.8,D,0
11.4414,42.2781,333.7,2.4,1.5,2017-09-20,0815,Terra,MODIS,75,6.03,309,46.6,D,0
11.4376,42.3003,334.6,2.5,1.5,2017-09-20,0815,Terra,MODIS,77,6.03,309.8,50.4,D,0
11.5224,43.1675,334.8,1,1,2017-11-04,0744,Terra,MODIS,80,6.03,306.4,18.6,D,0
11.5157,43.1594,328.2,1.2,1.1,2017-11-04,1047,Aqua,MODIS,61,6.03,305.5,12.6,D,0
11.5093,43.1816,322.7,1.1,1,2017-12-31,0738,Terra,MODIS,61,6.03,307.8,6.9,D,0
11.4977,42.2345,334.1,1.4,1.2,2018-04-18,0803,Terra,MODIS,42,6.03,310.8,18.7,D,0
11.459,42.3069,332.5,1.2,1.1,2018-04-27,0757,Terra,MODIS,72,6.03,305.7,14.3,D,0
11.4574,42.3175,331,1.2,1.1,2018-04-27,0757,Terra,MODIS,69,6.03,305,12.3,D,0
